 Iteration #:           4
   Depth    K_x     K_t     K_y
   82.26    4.36    0.00    4.36
   16.66    4.10    0.00    4.10
   18.04    4.05    0.00    4.05
   19.93    4.03    0.00    4.03
   21.83    4.02    0.00    4.02
   23.72    4.01    0.00    4.01
   25.62    4.02    0.00    4.02
   27.51    4.03    0.00    4.03
   29.41    4.06    0.00    4.06
   31.30    4.09    0.00    4.09
   33.20    4.14    0.00    4.14
   35.10    4.18    0.00    4.18
   36.99    4.25    0.00    4.25
   39.84    4.30    0.00    4.30
   42.68    4.36    0.00    4.36
   45.52    4.45    0.00    4.45
   48.37    4.52    0.00    4.52
   51.21    4.58    0.00    4.58
   54.05    4.63    0.00    4.63
   56.90    4.67    0.00    4.67
   59.74    4.69    0.00    4.69
   62.58    4.69    0.00    4.69
   65.43    4.68    0.00    4.68
   68.27    4.63    0.00    4.63
   73.01    4.55    0.00    4.55
   77.75    4.44    0.00    4.44
   82.49    4.34    0.00    4.34
   16.34    4.10    0.00    4.10
   18.14    4.06    0.00    4.06
   20.03    4.03    0.00    4.03
   21.93    4.01    0.00    4.01
   23.82    4.01    0.00    4.01
   25.72    4.02    0.00    4.02
   27.61    4.03    0.00    4.03
   29.51    4.06    0.00    4.06
   31.40    4.10    0.00    4.10
   33.30    4.14    0.00    4.14
   35.19    4.19    0.00    4.19
   37.09    4.23    0.00    4.23
   39.93    4.28    0.00    4.28
   42.77    4.37    0.00    4.37
   45.62    4.45    0.00    4.45
   48.46    4.53    0.00    4.53
   51.30    4.59    0.00    4.59
   54.14    4.64    0.00    4.64
   56.99    4.68    0.00    4.68
   59.83    4.69    0.00    4.69
   62.67    4.69    0.00    4.69
   65.51    4.67    0.00    4.67
   68.36    4.62    0.00    4.62
   73.09    4.53    0.00    4.53
   77.83    4.40    0.00    4.40
   16.02    4.11    0.00    4.11
   18.15    4.07    0.00    4.07
   20.05    4.03    0.00    4.03
   21.94    4.02    0.00    4.02
   23.84    4.01    0.00    4.01
   25.73    4.02    0.00    4.02
   27.63    4.03    0.00    4.03
   29.52    4.07    0.00    4.07
   31.42    4.11    0.00    4.11
   33.31    4.14    0.00    4.14
   35.21    4.19    0.00    4.19
   37.10    4.21    0.00    4.21
   39.95    4.28    0.00    4.28
   42.79    4.38    0.00    4.38
   45.63    4.46    0.00    4.46
   48.47    4.53    0.00    4.53
   51.32    4.60    0.00    4.60
   54.16    4.65    0.00    4.65
   57.00    4.68    0.00    4.68
   59.84    4.69    0.00    4.69
   62.69    4.69    0.00    4.69
   65.53    4.67    0.00    4.67
   68.37    4.61    0.00    4.61
   73.11    4.51    0.00    4.51
   77.85    4.37    0.00    4.37
   15.70    4.16    0.00    4.16
   16.43    4.11    0.00    4.11
   18.32    4.07    0.00    4.07
   20.22    4.03    0.00    4.03
   22.11    4.02    0.00    4.02
   24.01    4.01    0.00    4.01
   25.90    4.02    0.00    4.02
   27.79    4.04    0.00    4.04
   29.69    4.07    0.00    4.07
   31.58    4.11    0.00    4.11
   33.48    4.14    0.00    4.14
   35.37    4.19    0.00    4.19
   37.27    4.22    0.00    4.22
   40.11    4.28    0.00    4.28
   42.95    4.38    0.00    4.38
   45.79    4.46    0.00    4.46
   48.63    4.54    0.00    4.54
   51.47    4.61    0.00    4.61
   54.31    4.65    0.00    4.65
   57.15    4.68    0.00    4.68
   59.99    4.69    0.00    4.69
   62.84    4.68    0.00    4.68
   65.68    4.66    0.00    4.66
   68.52    4.59    0.00    4.59
   73.25    4.49    0.00    4.49
   77.99    4.35    0.00    4.35
   15.38    4.16    0.00    4.16
   16.58    4.11    0.00    4.11
   18.47    4.07    0.00    4.07
   20.36    4.04    0.00    4.04
   22.26    4.02    0.00    4.02
   24.15    4.01    0.00    4.01
   26.04    4.02    0.00    4.02
   27.94    4.04    0.00    4.04
   29.83    4.07    0.00    4.07
   31.72    4.11    0.00    4.11
   33.62    4.15    0.00    4.15
   35.51    4.20    0.00    4.20
   37.41    4.22    0.00    4.22
   40.24    4.29    0.00    4.29
   43.09    4.39    0.00    4.39
   45.92    4.48    0.00    4.48
   48.77    4.55    0.00    4.55
   51.61    4.61    0.00    4.61
   54.45    4.65    0.00    4.65
   57.29    4.68    0.00    4.68
   60.13    4.69    0.00    4.69
   62.97    4.67    0.00    4.67
   65.81    4.64    0.00    4.64
   68.65    4.57    0.00    4.57
   73.38    4.46    0.00    4.46
   78.11    4.34    0.00    4.34
   15.07    4.19    0.00    4.19
   15.65    4.17    0.00    4.17
   16.60    4.12    0.00    4.12
   18.50    4.07    0.00    4.07
   20.39    4.04    0.00    4.04
   22.28    4.03    0.00    4.03
   24.18    4.01    0.00    4.01
   26.07    4.02    0.00    4.02
   27.96    4.04    0.00    4.04
   29.86    4.07    0.00    4.07
   31.75    4.11    0.00    4.11
   33.64    4.15    0.00    4.15
   35.53    4.20    0.00    4.20
   37.43    4.23    0.00    4.23
   40.27    4.30    0.00    4.30
   43.11    4.40    0.00    4.40
   45.95    4.48    0.00    4.48
   48.79    4.56    0.00    4.56
   51.63    4.61    0.00    4.61
   54.47    4.65    0.00    4.65
   57.31    4.68    0.00    4.68
   60.15    4.68    0.00    4.68
   62.99    4.67    0.00    4.67
   65.83    4.64    0.00    4.64
   68.67    4.56    0.00    4.56
   73.40    4.44    0.00    4.44
   78.14    4.33    0.00    4.33
   14.77    4.21    0.00    4.21
   15.72    4.18    0.00    4.18
   16.67    4.12    0.00    4.12
   18.56    4.08    0.00    4.08
   20.45    4.05    0.00    4.05
   22.35    4.03    0.00    4.03
   24.24    4.01    0.00    4.01
   26.13    4.02    0.00    4.02
   28.03    4.04    0.00    4.04
   29.92    4.07    0.00    4.07
   31.81    4.11    0.00    4.11
   33.70    4.15    0.00    4.15
   35.60    4.20    0.00    4.20
   37.49    4.23    0.00    4.23
   40.33    4.30    0.00    4.30
   43.17    4.40    0.00    4.40
   46.01    4.49    0.00    4.49
   48.85    4.56    0.00    4.56
   51.69    4.62    0.00    4.62
   54.53    4.66    0.00    4.66
   57.37    4.68    0.00    4.68
   60.21    4.68    0.00    4.68
   63.05    4.66    0.00    4.66
   65.89    4.62    0.00    4.62
   68.73    4.54    0.00    4.54
   73.46    4.39    0.00    4.39
   14.47    4.22    0.00    4.22
   15.60    4.18    0.00    4.18
   16.54    4.13    0.00    4.13
   18.44    4.08    0.00    4.08
   20.33    4.05    0.00    4.05
   22.23    4.03    0.00    4.03
   24.12    4.02    0.00    4.02
   26.01    4.03    0.00    4.03
   27.91    4.04    0.00    4.04
   29.80    4.07    0.00    4.07
   31.69    4.11    0.00    4.11
   33.59    4.15    0.00    4.15
   35.48    4.20    0.00    4.20
   37.37    4.23    0.00    4.23
   40.21    4.31    0.00    4.31
   43.05    4.41    0.00    4.41
   45.90    4.49    0.00    4.49
   48.73    4.56    0.00    4.56
   51.58    4.62    0.00    4.62
   54.42    4.66    0.00    4.66
   57.26    4.68    0.00    4.68
   60.10    4.67    0.00    4.67
   62.94    4.65    0.00    4.65
   65.78    4.61    0.00    4.61
   68.62    4.52    0.00    4.52
   73.35    4.35    0.00    4.35
   14.16    4.26    0.00    4.26
   14.74    4.22    0.00    4.22
   15.69    4.19    0.00    4.19
   16.63    4.13    0.00    4.13
   18.53    4.09    0.00    4.09
   20.42    4.05    0.00    4.05
   22.31    4.03    0.00    4.03
   24.21    4.02    0.00    4.02
   26.10    4.03    0.00    4.03
   27.99    4.04    0.00    4.04
   29.89    4.07    0.00    4.07
   31.78    4.11    0.00    4.11
   33.67    4.15    0.00    4.15
   35.56    4.21    0.00    4.21
   37.46    4.24    0.00    4.24
   40.30    4.31    0.00    4.31
   43.14    4.41    0.00    4.41
   45.98    4.50    0.00    4.50
   48.82    4.57    0.00    4.57
   51.66    4.62    0.00    4.62
   54.50    4.66    0.00    4.66
   57.34    4.68    0.00    4.68
   60.18    4.67    0.00    4.67
   63.02    4.64    0.00    4.64
   65.86    4.60    0.00    4.60
   68.70    4.50    0.00    4.50
   73.43    4.34    0.00    4.34
   13.85    4.26    0.00    4.26
   14.79    4.23    0.00    4.23
   15.74    4.20    0.00    4.20
   16.68    4.14    0.00    4.14
   18.58    4.10    0.00    4.10
   20.47    4.05    0.00    4.05
   22.36    4.03    0.00    4.03
   24.26    4.02    0.00    4.02
   26.15    4.03    0.00    4.03
   28.04    4.04    0.00    4.04
   29.93    4.07    0.00    4.07
   31.83    4.11    0.00    4.11
   33.72    4.15    0.00    4.15
   35.61    4.21    0.00    4.21
   37.51    4.24    0.00    4.24
   40.34    4.32    0.00    4.32
   43.19    4.41    0.00    4.41
   46.02    4.50    0.00    4.50
   48.86    4.57    0.00    4.57
   51.70    4.62    0.00    4.62
   54.54    4.66    0.00    4.66
   57.38    4.67    0.00    4.67
   60.22    4.66    0.00    4.66
   63.06    4.63    0.00    4.63
   65.90    4.58    0.00    4.58
   68.74    4.47    0.00    4.47
   73.47    4.32    0.00    4.32
   13.55    4.30    0.00    4.30
   14.03    4.27    0.00    4.27
   14.98    4.24    0.00    4.24
   15.93    4.20    0.00    4.20
   16.87    4.15    0.00    4.15
   18.76    4.10    0.00    4.10
   20.66    4.05    0.00    4.05
   22.55    4.03    0.00    4.03
   24.44    4.02    0.00    4.02
   26.33    4.02    0.00    4.02
   28.22    4.04    0.00    4.04
   30.12    4.07    0.00    4.07
   32.01    4.11    0.00    4.11
   33.90    4.16    0.00    4.16
   35.79    4.22    0.00    4.22
   37.68    4.25    0.00    4.25
   40.52    4.33    0.00    4.33
   43.36    4.42    0.00    4.42
   46.20    4.51    0.00    4.51
   49.04    4.58    0.00    4.58
   51.87    4.63    0.00    4.63
   54.71    4.66    0.00    4.66
   57.55    4.67    0.00    4.67
   60.39    4.66    0.00    4.66
   63.23    4.62    0.00    4.62
   66.06    4.56    0.00    4.56
   68.90    4.44    0.00    4.44
   73.63    4.31    0.00    4.31
   13.25    4.32    0.00    4.32
   14.09    4.28    0.00    4.28
   15.03    4.24    0.00    4.24
   15.98    4.20    0.00    4.20
   16.93    4.15    0.00    4.15
   18.82    4.10    0.00    4.10
   20.71    4.05    0.00    4.05
   22.60    4.03    0.00    4.03
   24.49    4.02    0.00    4.02
   26.39    4.02    0.00    4.02
   28.28    4.04    0.00    4.04
   30.17    4.07    0.00    4.07
   32.06    4.11    0.00    4.11
   33.95    4.16    0.00    4.16
   35.84    4.22    0.00    4.22
   37.73    4.25    0.00    4.25
   40.57    4.34    0.00    4.34
   43.41    4.43    0.00    4.43
   46.25    4.51    0.00    4.51
   49.09    4.58    0.00    4.58
   51.92    4.63    0.00    4.63
   54.76    4.66    0.00    4.66
   57.60    4.67    0.00    4.67
   60.44    4.65    0.00    4.65
   63.27    4.61    0.00    4.61
   66.11    4.55    0.00    4.55
   68.95    4.42    0.00    4.42
   73.68    4.30    0.00    4.30
   12.94    4.34    0.00    4.34
   14.10    4.29    0.00    4.29
   15.05    4.25    0.00    4.25
   15.99    4.21    0.00    4.21
   16.94    4.16    0.00    4.16
   18.83    4.10    0.00    4.10
   20.72    4.05    0.00    4.05
   22.61    4.03    0.00    4.03
   24.50    4.02    0.00    4.02
   26.40    4.03    0.00    4.03
   28.29    4.04    0.00    4.04
   30.18    4.07    0.00    4.07
   32.07    4.11    0.00    4.11
   33.96    4.16    0.00    4.16
   35.85    4.22    0.00    4.22
   37.75    4.26    0.00    4.26
   40.58    4.34    0.00    4.34
   43.42    4.43    0.00    4.43
   46.26    4.52    0.00    4.52
   49.10    4.59    0.00    4.59
   51.93    4.64    0.00    4.64
   54.77    4.66    0.00    4.66
   57.61    4.66    0.00    4.66
   60.45    4.64    0.00    4.64
   63.28    4.60    0.00    4.60
   66.12    4.54    0.00    4.54
   68.96    4.38    0.00    4.38
   12.64    4.39    0.00    4.39
   13.18    4.35    0.00    4.35
   14.13    4.30    0.00    4.30
   15.07    4.25    0.00    4.25
   16.02    4.22    0.00    4.22
   16.96    4.16    0.00    4.16
   18.86    4.11    0.00    4.11
   20.75    4.06    0.00    4.06
   22.64    4.03    0.00    4.03
   24.53    4.02    0.00    4.02
   26.42    4.03    0.00    4.03
   28.32    4.04    0.00    4.04
   30.21    4.07    0.00    4.07
   32.10    4.12    0.00    4.12
   33.99    4.17    0.00    4.17
   35.88    4.23    0.00    4.23
   37.77    4.27    0.00    4.27
   40.61    4.35    0.00    4.35
   43.45    4.44    0.00    4.44
   46.28    4.52    0.00    4.52
   49.12    4.59    0.00    4.59
   51.96    4.64    0.00    4.64
   54.80    4.66    0.00    4.66
   57.63    4.66    0.00    4.66
   60.47    4.64    0.00    4.64
   63.31    4.59    0.00    4.59
   66.14    4.53    0.00    4.53
   68.98    4.35    0.00    4.35
   12.33    4.41    0.00    4.41
   13.21    4.36    0.00    4.36
   14.15    4.31    0.00    4.31
   15.10    4.26    0.00    4.26
   16.05    4.22    0.00    4.22
   16.99    4.17    0.00    4.17
   18.88    4.11    0.00    4.11
   20.77    4.06    0.00    4.06
   22.67    4.03    0.00    4.03
   24.56    4.02    0.00    4.02
   26.45    4.03    0.00    4.03
   28.34    4.04    0.00    4.04
   30.23    4.08    0.00    4.08
   32.12    4.12    0.00    4.12
   34.02    4.17    0.00    4.17
   35.91    4.23    0.00    4.23
   37.80    4.27    0.00    4.27
   40.63    4.35    0.00    4.35
   43.47    4.44    0.00    4.44
   46.31    4.53    0.00    4.53
   49.15    4.59    0.00    4.59
   51.98    4.64    0.00    4.64
   54.82    4.66    0.00    4.66
   57.66    4.66    0.00    4.66
   60.49    4.64    0.00    4.64
   63.33    4.58    0.00    4.58
   66.17    4.52    0.00    4.52
   69.01    4.34    0.00    4.34
   12.03    4.42    0.00    4.42
   13.25    4.37    0.00    4.37
   14.19    4.32    0.00    4.32
   15.14    4.27    0.00    4.27
   16.09    4.23    0.00    4.23
   17.03    4.17    0.00    4.17
   18.92    4.11    0.00    4.11
   20.81    4.06    0.00    4.06
   22.70    4.04    0.00    4.04
   24.60    4.02    0.00    4.02
   26.49    4.03    0.00    4.03
   28.38    4.04    0.00    4.04
   30.27    4.08    0.00    4.08
   32.16    4.12    0.00    4.12
   34.05    4.17    0.00    4.17
   35.94    4.23    0.00    4.23
   37.83    4.27    0.00    4.27
   40.67    4.35    0.00    4.35
   43.51    4.45    0.00    4.45
   46.34    4.53    0.00    4.53
   49.18    4.60    0.00    4.60
   52.02    4.64    0.00    4.64
   54.85    4.66    0.00    4.66
   57.69    4.66    0.00    4.66
   60.53    4.63    0.00    4.63
   63.37    4.58    0.00    4.58
   66.20    4.51    0.00    4.51
   69.04    4.33    0.00    4.33
   11.72    4.48    0.00    4.48
   12.33    4.42    0.00    4.42
   13.27    4.37    0.00    4.37
   14.22    4.32    0.00    4.32
   15.16    4.27    0.00    4.27
   16.11    4.23    0.00    4.23
   17.05    4.18    0.00    4.18
   18.95    4.11    0.00    4.11
   20.84    4.06    0.00    4.06
   22.73    4.04    0.00    4.04
   24.62    4.02    0.00    4.02
   26.51    4.03    0.00    4.03
   28.40    4.04    0.00    4.04
   30.29    4.08    0.00    4.08
   32.18    4.12    0.00    4.12
   34.07    4.17    0.00    4.17
   35.97    4.24    0.00    4.24
   37.86    4.28    0.00    4.28
   40.69    4.36    0.00    4.36
   43.53    4.46    0.00    4.46
   46.37    4.54    0.00    4.54
   49.20    4.60    0.00    4.60
   52.04    4.65    0.00    4.65
   54.88    4.67    0.00    4.67
   57.71    4.66    0.00    4.66
   60.55    4.63    0.00    4.63
   63.39    4.57    0.00    4.57
   66.22    4.49    0.00    4.49
   69.06    4.33    0.00    4.33
   11.07    4.50    0.00    4.50
   12.35    4.43    0.00    4.43
   13.30    4.38    0.00    4.38
   14.24    4.33    0.00    4.33
   15.19    4.28    0.00    4.28
   16.14    4.23    0.00    4.23
   17.08    4.18    0.00    4.18
   18.97    4.11    0.00    4.11
   20.86    4.06    0.00    4.06
   22.75    4.04    0.00    4.04
   24.64    4.02    0.00    4.02
   26.54    4.02    0.00    4.02
   28.43    4.05    0.00    4.05
   30.32    4.08    0.00    4.08
   32.21    4.12    0.00    4.12
   34.10    4.18    0.00    4.18
   35.99    4.24    0.00    4.24
   37.88    4.28    0.00    4.28
   40.72    4.36    0.00    4.36
   43.55    4.46    0.00    4.46
   46.39    4.54    0.00    4.54
   49.23    4.61    0.00    4.61
   52.06    4.65    0.00    4.65
   54.90    4.67    0.00    4.67
   57.74    4.66    0.00    4.66
   60.57    4.62    0.00    4.62
   63.41    4.56    0.00    4.56
   66.25    4.48    0.00    4.48
   69.08    4.32    0.00    4.32
   11.03    4.51    0.00    4.51
   12.37    4.44    0.00    4.44
   13.32    4.39    0.00    4.39
   14.26    4.33    0.00    4.33
   15.21    4.27    0.00    4.27
   16.16    4.23    0.00    4.23
   17.10    4.18    0.00    4.18
   18.99    4.11    0.00    4.11
   20.88    4.06    0.00    4.06
   22.77    4.03    0.00    4.03
   24.66    4.02    0.00    4.02
   26.55    4.02    0.00    4.02
   28.45    4.05    0.00    4.05
   30.34    4.08    0.00    4.08
   32.23    4.13    0.00    4.13
   34.12    4.18    0.00    4.18
   36.01    4.24    0.00    4.24
   37.90    4.29    0.00    4.29
   40.74    4.37    0.00    4.37
   43.57    4.46    0.00    4.46
   46.41    4.55    0.00    4.55
   49.24    4.61    0.00    4.61
   52.08    4.65    0.00    4.65
   54.92    4.67    0.00    4.67
   57.75    4.65    0.00    4.65
   60.59    4.61    0.00    4.61
   63.43    4.56    0.00    4.56
   66.26    4.48    0.00    4.48
   69.10    4.32    0.00    4.32
   10.96    4.56    0.00    4.56
   11.44    4.50    0.00    4.50
   12.38    4.44    0.00    4.44
   13.33    4.38    0.00    4.38
   14.27    4.32    0.00    4.32
   15.22    4.27    0.00    4.27
   16.16    4.23    0.00    4.23
   17.11    4.18    0.00    4.18
   19.00    4.11    0.00    4.11
   20.89    4.06    0.00    4.06
   22.78    4.03    0.00    4.03
   24.67    4.01    0.00    4.01
   26.56    4.02    0.00    4.02
   28.45    4.05    0.00    4.05
   30.34    4.09    0.00    4.09
   32.24    4.13    0.00    4.13
   34.13    4.18    0.00    4.18
   36.02    4.25    0.00    4.25
   37.91    4.29    0.00    4.29
   40.74    4.37    0.00    4.37
   43.58    4.47    0.00    4.47
   46.42    4.55    0.00    4.55
   49.25    4.61    0.00    4.61
   52.09    4.65    0.00    4.65
   54.93    4.66    0.00    4.66
   57.76    4.64    0.00    4.64
   60.60    4.61    0.00    4.61
